Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,1.375,
101-Blending_Legacy_All with Color Transparency.ai,0.428,
101-Blending_Legacy_All with ColorBurn Transparency.ai,1.078,
101-Blending_Legacy_All with ColorDodge Transparency.ai,0.299,
TOTAL,3.18,0,21.035
