Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,-6.27744e+66,
2.069,
101-Blending_Legacy_All with Color Transparency.ai,-6.27744e+66,
13.479,
101-Blending_Legacy_All with ColorBurn Transparency.ai,-6.27744e+66,
2.613,
101-Blending_Legacy_All with ColorDodge Transparency.ai,-6.27744e+66,
2.629,
TOTAL,0,20.79,56.978
