Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,-6.27744e+66,
1.38,
101-Blending_Legacy_All with Color Transparency.ai,-6.27744e+66,
4.767,
101-Blending_Legacy_All with ColorBurn Transparency.ai,-6.27744e+66,
4.282,
101-Blending_Legacy_All with ColorDodge Transparency.ai,-6.27744e+66,
4.065,
