Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,0,
1.444,
101-Blending_Legacy_All with Color Transparency.ai,0,
6.837,
101-Blending_Legacy_All with ColorBurn Transparency.ai,0,
0.48,
101-Blending_Legacy_All with ColorDodge Transparency.ai,0,
0.503,
TOTAL,0,9.264,33.14
