Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,0.299,
0.293,
101-Blending_Legacy_All with Color Transparency.ai,0.299,
9.692,
101-Blending_Legacy_All with ColorBurn Transparency.ai,0.299,
0.44,
101-Blending_Legacy_All with ColorDodge Transparency.ai,0.299,
0.509,
TOTAL,0,10.934,31.281
