Source File,Execute Time, Export Time, Overall Time
101-Blending_CC2014_Smoke.ai,0,
1.05,
101-Blending_Legacy_All with Color Transparency.ai,0,
6.961,
101-Blending_Legacy_All with ColorBurn Transparency.ai,0,
1.458,
101-Blending_Legacy_All with ColorDodge Transparency.ai,0,
0.435,
TOTAL,0,9.904,54.309
